iiot_nodes_count,fog_nodes_count,sdn_controllers,workflows_per_device,workflows_length,hardware,iiot_power_mean,iiot_power_std,iiot_power_min,iiot_power_25%,iiot_power_50%,iiot_power_75%,iiot_power_max,iiot_memory_mean,iiot_memory_std,iiot_memory_min,iiot_memory_25%,iiot_memory_50%,iiot_memory_75%,iiot_memory_max,fog_power_mean,fog_power_std,fog_power_min,fog_power_25%,fog_power_50%,fog_power_75%,fog_power_max,fog_memory_mean,fog_memory_std,fog_memory_min,fog_memory_25%,fog_memory_50%,fog_memory_75%,fog_memory_max,switches_count,link_IS_latency_count,link_IS_latency_mean,link_IS_latency_std,link_IS_latency_min,link_IS_latency_25%,link_IS_latency_50%,link_IS_latency_75%,link_IS_latency_max,link_IS_capacity_count,link_IS_capacity_mean,link_IS_capacity_std,link_IS_capacity_min,link_IS_capacity_25%,link_IS_capacity_50%,link_IS_capacity_75%,link_IS_capacity_max,link_SF_latency_count,link_SF_latency_mean,link_SF_latency_std,link_SF_latency_min,link_SF_latency_25%,link_SF_latency_50%,link_SF_latency_75%,link_SF_latency_max,link_SF_capacity_count,link_SF_capacity_mean,link_SF_capacity_std,link_SF_capacity_min,link_SF_capacity_25%,link_SF_capacity_50%,link_SF_capacity_75%,link_SF_capacity_max,workflow_count,workwflow_steps,workflows_steps_cycles_mean,workflows_steps_cycles_std,workflows_steps_cycles_min,workflows_steps_cycles_25%,workflows_steps_cycles_50%,workflows_steps_cycles_75%,workflows_steps_cycles_max,workflows_steps_inputs_mean,workflows_steps_inputs_std,workflows_steps_inputs_min,workflows_steps_inputs_25%,workflows_steps_inputs_50%,workflows_steps_inputs_75%,workflows_steps_inputs_max,workflows_steps_outputs_mean,workflows_steps_outputs_std,workflows_steps_outputs_min,workflows_steps_outputs_25%,workflows_steps_outputs_50%,workflows_steps_outputs_75%,workflows_steps_outputs_max,workflows_steps_memory_mean,workflows_steps_memory_std,workflows_steps_memory_min,workflows_steps_memory_25%,workflows_steps_memory_50%,workflows_steps_memory_75%,workflows_steps_memory_max,workflows_starter_power_mean,workflows_starter_power_std,workflows_starter_power_min,workflows_starter_power_25%,workflows_starter_power_50%,workflows_starter_power_75%,workflows_starter_power_max,workflows_starter_memory_mean,workflows_starter_memory_std,workflows_starter_memory_min,workflows_starter_memory_25%,workflows_starter_memory_50%,workflows_starter_memory_75%,workflows_starter_memory_max,avg_response_time,std_response_time,solution_accuracy,solution_resp_time,vnf_cpu_consump,vnf_ram_consump,vnf_time_deploy,flgs,proto,saddr,att_id,sport,daddr,iot_id,dport,pkts,bytes,state,mean,stddev,sum,min,max,rate,srate,drate,attack,category,subcategory ,fog_server_iot,fog_server_att
10,10,3,2,1,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,800.0,0.0,800.0,800.0,800.0,800.0,800.0,1000.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,10,40.0,0.0020000000000000013,1.3176170663444472e-18,2,2,2,2,2,40.0,8000.0,0.0,8000.0,8000.0,8000.0,8000.0,8000.0,10.0,0.0020000000000000005,4.57139774554258e-19,2,2,2,2,2,10.0,8000.0,0.0,8000.0,8000.0,8000.0,8000.0,8000.0,20,1,500.0,0.0,500.0,500.0,500.0,500.0,500.0,80.0,0.0,80.0,80.0,80.0,80.0,80.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.6470000000000002,0.00615587011251093,93.93,0.7,3400,390,0.9,e s,tcp,192168100150,50,41450,192.168.100.3,3,80,1770410,228665052,RST,0.057298,0.114596,0.286489,0,0.286489,0.20151,0.151133,0.062745,1,DDoS,TCP,3,4
10,10,1,4,1,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,800.0,0.0,800.0,800.0,800.0,800.0,800.0,1000.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,10,43.0,0.0020000000000000013,1.316440096867631e-18,2,2,2,2,2,43.0,8000.0,0.0,8000.0,8000.0,8000.0,8000.0,8000.0,10.0,0.0020000000000000005,4.57139774554258e-19,2,2,2,2,2,10.0,8000.0,0.0,8000.0,8000.0,8000.0,8000.0,8000.0,40,1,500.0,0.0,500.0,500.0,500.0,500.0,500.0,80.0,0.0,80.0,80.0,80.0,80.0,80.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.6485000000000002,0.00690967363509955,93.93,0.2,3400,390,0.9,e,tcp,192168100150,50,54110,192.168.100.9,9,80,20351,4505263,RST,0.679473,0.544126,1.358946,0.135347,1.223599,1.40484,0.780467,0.46828,1,DDoS,HTTP,9,4
10,10,1,2,1,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,800.0,0.0,800.0,800.0,800.0,800.0,800.0,1000.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,10,46.0,0.0020000000000000013,1.315419204820428e-18,2,2,2,2,2,46.0,8000.0,0.0,8000.0,8000.0,8000.0,8000.0,8000.0,10.0,0.0020000000000000005,4.57139774554258e-19,2,2,2,2,2,10.0,8000.0,0.0,8000.0,8000.0,8000.0,8000.0,8000.0,20,1,500.0,0.0,500.0,500.0,500.0,500.0,500.0,80.0,0.0,80.0,80.0,80.0,80.0,80.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.6490000000000001,0.0075672424234153445,93.93,0.6,3400,390,0.9,e s,tcp,192168100147,47,42894,192.168.100.11,11,80,1173496,163624014,RST,0.024964,0.024964,0.099857,0,0.049943,0.095155,0.057148,0.019049,1,DDoS,TCP,11,1
10,10,1,2,1,1,480.0,0.0,480.0,480.0,480.0,480.0,480.0,128.0,0.0,128.0,128.0,128.0,128.0,128.0,800.0,0.0,800.0,800.0,800.0,800.0,800.0,1000.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,10,40.0,0.0020000000000000013,1.3176170663444472e-18,2,2,2,2,2,40.0,8000.0,0.0,8000.0,8000.0,8000.0,8000.0,8000.0,10.0,0.0020000000000000005,4.57139774554258e-19,2,2,2,2,2,10.0,8000.0,0.0,8000.0,8000.0,8000.0,8000.0,8000.0,20,1,500.0,0.0,500.0,500.0,500.0,500.0,500.0,80.0,0.0,80.0,80.0,80.0,80.0,80.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,480.0,0.0,480.0,480.0,480.0,480.0,480.0,128.0,0.0,128.0,128.0,128.0,128.0,128.0,0.6490000000000002,0.002595542738092203,93.93,0.7,3400,390,0.9,e,udp,192.168.100.7,7,138,192.168.100.19,19,138,228,61902,INT,0.000077,0.000016,0.000154,0.000061,0.000093,0.004119,0.004119,0,0,Normal,Normal,0,0
10,10,2,2,1,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,800.0,0.0,800.0,800.0,800.0,800.0,800.0,1000.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,10,39.0,0.0020000000000000013,1.3180504217471674e-18,2,2,2,2,2,39.0,8000.0,0.0,8000.0,8000.0,8000.0,8000.0,8000.0,10.0,0.0020000000000000005,4.57139774554258e-19,2,2,2,2,2,10.0,8000.0,0.0,8000.0,8000.0,8000.0,8000.0,8000.0,20,1,500.0,0.0,500.0,500.0,500.0,500.0,500.0,80.0,0.0,80.0,80.0,80.0,80.0,80.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.6490000000000004,3.4171943677557405e-16,93.93,0.2,3400,390,0.9,e s,tcp,192168100150,50,15612,192.168.100.6,6,80,1061199,148895348,REQ,0.016545,0.016545,0.066178,0,0.033295,0.09613,0.057678,0.058269,1,DDoS,TCP,6,4
10,10,1,2,2,2,1000.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,512.0,0.0,512.0,512.0,512.0,512.0,512.0,800.0,0.0,800.0,800.0,800.0,800.0,800.0,1000.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,10,43.0,0.0020000000000000013,1.316440096867631e-18,2,2,2,2,2,43.0,8000.0,0.0,8000.0,8000.0,8000.0,8000.0,8000.0,10.0,0.0020000000000000005,4.57139774554258e-19,2,2,2,2,2,10.0,8000.0,0.0,8000.0,8000.0,8000.0,8000.0,8000.0,20,2,500.0,0.0,500.0,500.0,500.0,500.0,500.0,80.0,0.0,80.0,80.0,80.0,80.0,80.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,1000.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,512.0,0.0,512.0,512.0,512.0,512.0,512.0,1.0,0.0,94.4,4.33,3400,110,1.5,e,udp,192168100147,47,24615,192.168.100.7,7,80,1952432,117145920,INT,0.983153,1.614343,6.882071,0,4.255712,0.187463,0.187463,0,1,DDoS,UDP,7,1
10,10,3,2,2,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,800.0,0.0,800.0,800.0,800.0,800.0,800.0,1000.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,10,40.0,0.0020000000000000013,1.3176170663444472e-18,2,2,2,2,2,40.0,8000.0,0.0,8000.0,8000.0,8000.0,8000.0,8000.0,10.0,0.0020000000000000005,4.57139774554258e-19,2,2,2,2,2,10.0,8000.0,0.0,8000.0,8000.0,8000.0,8000.0,8000.0,20,2,500.0,0.0,500.0,500.0,500.0,500.0,500.0,80.0,0.0,80.0,80.0,80.0,80.0,80.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.2676000000000003,0.009213262751398983,94.4,1.37,3400,110,1.5,e s,tcp,192168100148,48,43822,192.168.100.2,2,80,1184182,164399218,RST,0.017624,0.017704,0.070495,0,0.037627,0.095316,0.057231,0.019075,1,DDoS,TCP,2,2
10,10,4,2,2,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,800.0,0.0,800.0,800.0,800.0,800.0,800.0,1000.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,10,42.0,0.0020000000000000013,1.316813396207863e-18,2,2,2,2,2,42.0,8000.0,0.0,8000.0,8000.0,8000.0,8000.0,8000.0,10.0,0.0020000000000000005,4.57139774554258e-19,2,2,2,2,2,10.0,8000.0,0.0,8000.0,8000.0,8000.0,8000.0,8000.0,20,2,500.0,0.0,500.0,500.0,500.0,500.0,500.0,80.0,0.0,80.0,80.0,80.0,80.0,80.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.2680000000000005,0.009403246919632555,94.4,4.33,3400,110,1.5,e s,tcp,192168100148,48,18680,192.168.100.6,6,80,1070707,149878394,RST,0.017922,0.017934,0.071687,0,0.036791,0.096248,0.057788,0.019263,1,DDoS,TCP,6,2
10,10,1,1,2,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,800.0,0.0,800.0,800.0,800.0,800.0,800.0,1000.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,10,43.0,0.0020000000000000013,1.316440096867631e-18,2,2,2,2,2,43.0,8000.0,0.0,8000.0,8000.0,8000.0,8000.0,8000.0,10.0,0.0020000000000000005,4.57139774554258e-19,2,2,2,2,2,10.0,8000.0,0.0,8000.0,8000.0,8000.0,8000.0,8000.0,10,2,500.0,0.0,500.0,500.0,500.0,500.0,500.0,80.0,0.0,80.0,80.0,80.0,80.0,80.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.2691999999999992,0.012110601416389978,94.4,1.37,3400,110,1.5,e,udp,192168100147,47,30607,192.168.100.11,11,80,3384464,203067840,INT,3.909196,1.369696,11.727587,1.972157,4.880842,0.951766,0.951766,0,1,DDoS,UDP,11,1
10,10,1,4,1,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,800.0,0.0,800.0,800.0,800.0,800.0,800.0,1000.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,10,40.0,0.0020000000000000013,1.3176170663444472e-18,2,2,2,2,2,40.0,8000.0,0.0,8000.0,8000.0,8000.0,8000.0,8000.0,10.0,0.0020000000000000005,4.57139774554258e-19,2,2,2,2,2,10.0,8000.0,0.0,8000.0,8000.0,8000.0,8000.0,8000.0,40,1,1000.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,80.0,0.0,80.0,80.0,80.0,80.0,80.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.2699,0.008326048097571684,94.4,4.33,3400,110,1.5,e,tcp,192.168.100.10,10,80,192.168.100.13,13,80,2746620,2566158564,CON,4.947345,0.231582,1662.307983,0.710952,4.991786,17.889231,17.889231,0,0,Normal,Normal,0,0
10,10,2,2,2,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,800.0,0.0,800.0,800.0,800.0,800.0,800.0,1000.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,10,39.0,0.0020000000000000013,1.3180504217471674e-18,2,2,2,2,2,39.0,8000.0,0.0,8000.0,8000.0,8000.0,8000.0,8000.0,10.0,0.0020000000000000005,4.57139774554258e-19,2,2,2,2,2,10.0,8000.0,0.0,8000.0,8000.0,8000.0,8000.0,8000.0,20,2,500.0,0.0,500.0,500.0,500.0,500.0,500.0,80.0,0.0,80.0,80.0,80.0,80.0,80.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.2704000000000002,0.0059329587896765346,94.4,1.37,3400,110,1.5,e,udp,192168100148,48,21299,192.168.100.3,3,80,2612300,156738000,INT,3.652814,0.638313,10.958441,2.750108,4.106641,0.729708,0.729708,0,1,DDoS,UDP,3,2
10,10,1,2,2,1,480.0,0.0,480.0,480.0,480.0,480.0,480.0,128.0,0.0,128.0,128.0,128.0,128.0,128.0,800.0,0.0,800.0,800.0,800.0,800.0,800.0,1000.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,10,44.0,0.0020000000000000013,1.3160840616760306e-18,2,2,2,2,2,44.0,8000.0,0.0,8000.0,8000.0,8000.0,8000.0,8000.0,10.0,0.0020000000000000005,4.57139774554258e-19,2,2,2,2,2,10.0,8000.0,0.0,8000.0,8000.0,8000.0,8000.0,8000.0,20,2,500.0,0.0,500.0,500.0,500.0,500.0,500.0,80.0,0.0,80.0,80.0,80.0,80.0,80.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,480.0,0.0,480.0,480.0,480.0,480.0,480.0,128.0,0.0,128.0,128.0,128.0,128.0,128.0,1.2713999999999999,0.009109855854194989,94.4,4.33,3400,110,1.5,e s,tcp,192168100149,49,45002,192.168.100.6,6,80,1166465,163381976,RST,0.017828,0.017944,0.071311,0,0.038542,0.095321,0.057228,0.019078,1,DDoS,TCP,6,3
10,10,1,3,2,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,800.0,0.0,800.0,800.0,800.0,800.0,800.0,1000.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,10,42.0,0.0020000000000000013,1.316813396207863e-18,2,2,2,2,2,42.0,8000.0,0.0,8000.0,8000.0,8000.0,8000.0,8000.0,10.0,0.0020000000000000005,4.57139774554258e-19,2,2,2,2,2,10.0,8000.0,0.0,8000.0,8000.0,8000.0,8000.0,8000.0,30,2,500.0,0.0,500.0,500.0,500.0,500.0,500.0,80.0,0.0,80.0,80.0,80.0,80.0,80.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.2724,0.00769056744240677,94.4,1.37,3400,110,1.5,e,udp,192168100148,48,12993,192.168.100.7,7,80,2251823,135109380,INT,2.092453,1.99744,14.647167,0,4.930348,0.23838,0.23838,0,1,DDoS,UDP,7,2
10,10,1,2,1,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,800.0,0.0,800.0,800.0,800.0,800.0,800.0,1000.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,10,43.0,0.0020000000000000013,1.316440096867631e-18,2,2,2,2,2,43.0,8000.0,0.0,8000.0,8000.0,8000.0,8000.0,8000.0,10.0,0.0020000000000000005,4.57139774554258e-19,2,2,2,2,2,10.0,8000.0,0.0,8000.0,8000.0,8000.0,8000.0,8000.0,20,1,1000.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,80.0,0.0,80.0,80.0,80.0,80.0,80.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.2724000000000004,0.00666807002773193,94.4,4.33,3400,110,1.5,e,udp,192168100149,49,40692,192.168.100.3,3,80,2090598,125435880,INT,2.698547,1.908164,8.095641,0,4.052069,0.493463,0.493463,0,1,DDoS,UDP,3,3
10,10,1,1,1,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,800.0,0.0,800.0,800.0,800.0,800.0,800.0,1000.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,10,43.0,0.0020000000000000013,1.316440096867631e-18,2,2,2,2,2,43.0,8000.0,0.0,8000.0,8000.0,8000.0,8000.0,8000.0,10.0,0.0020000000000000005,4.57139774554258e-19,2,2,2,2,2,10.0,8000.0,0.0,8000.0,8000.0,8000.0,8000.0,8000.0,10,1,1000.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,80.0,0.0,80.0,80.0,80.0,80.0,80.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.2728,0.0037947331922020583,94.4,1.37,3400,110,1.5,e,tcp,192.168.100.3,3,36322,192.168.100.17,17,443,16,5151,FIN,0.049574,0.041214,0.099148,0.00836,0.090788,2.750033,1.466684,1.100013,0,Normal,Normal,0,0
10,10,1,4,2,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,800.0,0.0,800.0,800.0,800.0,800.0,800.0,1000.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,10,46.0,0.0020000000000000013,1.315419204820428e-18,2,2,2,2,2,46.0,8000.0,0.0,8000.0,8000.0,8000.0,8000.0,8000.0,10.0,0.0020000000000000005,4.57139774554258e-19,2,2,2,2,2,10.0,8000.0,0.0,8000.0,8000.0,8000.0,8000.0,8000.0,40,2,500.0,0.0,500.0,500.0,500.0,500.0,500.0,80.0,0.0,80.0,80.0,80.0,80.0,80.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.2736999999999998,0.006921538290560299,94.4,4.33,3400,110,1.5,e,udp,192168100150,50,42934,192.168.100.4,4,80,1876443,112586580,INT,2.683975,1.897859,8.051924,0,4.029117,0.412348,0.412348,0,1,DDoS,UDP,4,4
10,10,1,3,1,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,800.0,0.0,800.0,800.0,800.0,800.0,800.0,1000.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,10,46.0,0.0020000000000000013,1.315419204820428e-18,2,2,2,2,2,46.0,8000.0,0.0,8000.0,8000.0,8000.0,8000.0,8000.0,10.0,0.0020000000000000005,4.57139774554258e-19,2,2,2,2,2,10.0,8000.0,0.0,8000.0,8000.0,8000.0,8000.0,8000.0,30,1,1000.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,80.0,0.0,80.0,80.0,80.0,80.0,80.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.2754666666666663,0.0060784147963742746,94.4,1.37,3400,110,1.5,e s,tcp,192168100149,49,53816,192.168.100.2,2,80,1539008,197224270,REQ,0,0,0,0,0,0.206514,0.137676,0.034419,1,DDoS,TCP,2,3
10,10,1,2,2,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,800.0,0.0,800.0,800.0,800.0,800.0,800.0,1000.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,10,39.0,0.0020000000000000013,1.3180504217471674e-18,2,2,2,2,2,39.0,8000.0,0.0,8000.0,8000.0,8000.0,8000.0,8000.0,10.0,0.0020000000000000005,4.57139774554258e-19,2,2,2,2,2,10.0,8000.0,0.0,8000.0,8000.0,8000.0,8000.0,8000.0,20,2,500.0,0.0,500.0,500.0,500.0,500.0,500.0,80.0,0.0,80.0,80.0,80.0,80.0,80.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.2779999999999998,2.278129578503827e-16,94.4,4.33,3400,110,1.5,e,udp,192168100147,47,46009,192.168.100.9,9,80,2277200,136632000,INT,2.977045,1.718967,11.908179,0,4.008173,0.630845,0.630845,0,1,DDoS,UDP,9,1
10,10,1,2,3,2,1000.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,512.0,0.0,512.0,512.0,512.0,512.0,512.0,800.0,0.0,800.0,800.0,800.0,800.0,800.0,1000.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,10,42.0,0.0020000000000000013,1.316813396207863e-18,2,2,2,2,2,42.0,8000.0,0.0,8000.0,8000.0,8000.0,8000.0,8000.0,10.0,0.0020000000000000005,4.57139774554258e-19,2,2,2,2,2,10.0,8000.0,0.0,8000.0,8000.0,8000.0,8000.0,8000.0,20,3,500.0,0.0,500.0,500.0,500.0,500.0,500.0,80.0,0.0,80.0,80.0,80.0,80.0,80.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,1000.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,512.0,0.0,512.0,512.0,512.0,512.0,512.0,1.5779,0.1041941002471627,99.24,25.75,540,80,9,e,udp,192168100149,49,17008,192.168.100.9,9,80,1127216,67632960,INT,4.998565,0,4.998565,4.998565,4.998565,0.200057,0.200057,0,1,DDoS,UDP,9,3
10,10,4,2,1,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,800.0,0.0,800.0,800.0,800.0,800.0,800.0,1000.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,10,39.0,0.0020000000000000013,1.3180504217471674e-18,2,2,2,2,2,39.0,8000.0,0.0,8000.0,8000.0,8000.0,8000.0,8000.0,10.0,0.0020000000000000005,4.57139774554258e-19,2,2,2,2,2,10.0,8000.0,0.0,8000.0,8000.0,8000.0,8000.0,8000.0,20,1,500.0,0.0,500.0,500.0,500.0,500.0,500.0,80.0,0.0,80.0,80.0,80.0,80.0,80.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.8730000000000001,0.0100524937990007,99.24,25.75,540,80,9,e,tcp,192168100148,48,42451,192.168.100.11,11,80,1502539,194229566,RST,0.208379,0.147864,0.625136,0,0.32772,0.172212,0.114342,0.042132,1,DDoS,TCP,11,2
10,10,4,2,3,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,800.0,0.0,800.0,800.0,800.0,800.0,800.0,1000.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,10,43.0,0.0020000000000000013,1.316440096867631e-18,2,2,2,2,2,43.0,8000.0,0.0,8000.0,8000.0,8000.0,8000.0,8000.0,10.0,0.0020000000000000005,4.57139774554258e-19,2,2,2,2,2,10.0,8000.0,0.0,8000.0,8000.0,8000.0,8000.0,8000.0,20,3,500.0,0.0,500.0,500.0,500.0,500.0,500.0,80.0,0.0,80.0,80.0,80.0,80.0,80.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.8890000000000005,0.010259783520851553,99.24,25.75,540,80,9,e,udp,192168100150,50,58631,192.168.100.7,7,80,1278617,76717020,INT,4.788432,0,4.788432,4.788432,4.788432,0.208837,0.208837,0,1,DDoS,UDP,7,4
